symbol,exchange,date,adjusted close,option symbol,expiration,strike,call/put,style,ask,bid,mean price,iv,volume,open interest,stock price for iv,*,delta,vega,gamma,theta,rho
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02100000,04/05/17,2100,P,E,0.1,0,0,0.303466,63,44,2368.927,*,-0.000928,0.009547,0.000034,-0.024202,-0.000365
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02110000,04/05/17,2110,C,E,269.1,247.8,258.45,0.303466,0,0,2368.927,*,0.99828,0.013857,0.000049,0,0.346244
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02110000,04/05/17,2110,P,E,0.3,0.05,0.175,0.303466,0,88,2368.927,*,-0.001393,0.013857,0.000049,-0.03513,-0.000549
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02115000,04/05/17,2115,C,E,264.1,242.5,253.3,0.303466,0,0,2368.927,*,0.997976,0.01659,0.000059,0,0.346946
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02115000,04/05/17,2115,P,E,0.3,0,0,0.303466,0,17,2368.927,*,-0.001698,0.01659,0.000059,-0.042063,-0.000669
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02120000,04/05/17,2120,C,E,259.1,237.5,248.3,0.303466,0,0,2368.927,*,0.997613,0.019782,0.000071,0,0.347625
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02120000,04/05/17,2120,P,E,0.3,0,0,0.303466,0,100,2368.927,*,-0.00206,0.019782,0.000071,-0.050156,-0.000812
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02125000,04/05/17,2125,C,E,250.8,236.1,243.45,0.303466,0,0,2368.927,*,0.997183,0.023491,0.000084,0,0.348277
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02125000,04/05/17,2125,P,E,0.3,0,0,0.303466,0,99,2368.927,*,-0.002491,0.023491,0.000084,-0.059564,-0.000981
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02130000,04/05/17,2130,C,E,245.5,230.6,238.05,0.303466,0,0,2368.927,*,0.996674,0.027782,0.000099,0,0.348898
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02130000,04/05/17,2130,P,E,0.15,0.05,0.1,0.303466,0,514,2368.927,*,-0.002999,0.027782,0.000099,-0.070449,-0.001182
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02135000,04/05/17,2135,C,E,240.5,225.9,233.2,0.303466,0,0,2368.927,*,0.996075,0.032726,0.000117,-0.012288,0.349483
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02135000,04/05/17,2135,P,E,0.15,0.05,0.1,0.303466,0,34,2368.927,*,-0.003599,0.032726,0.000117,-0.082989,-0.001418
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02140000,04/05/17,2140,C,E,235.5,221.4,228.45,0.303466,0,0,2368.927,*,0.995372,0.038395,0.000137,-0.026806,0.350028
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02140000,04/05/17,2140,P,E,0.15,0.1,0.125,0.303466,0,347,2368.927,,-0.004301,0.038395,0.000137,-0.097371,-0.001695
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02145000,04/05/17,2145,C,E,230.5,215.8,223.15,0.297237,0,0,2368.927,*,0.995283,0.039106,0.000143,-0.026715,0.350815
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02145000,04/05/17,2145,P,E,0.3,0.05,0.175,0.298007,0,5017,2368.927,*,-0.004477,0.039794,0.000145,-0.09911,-0.001764
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02150000,04/05/17,2150,C,E,225.5,210.9,218.2,0.291008,0,0,2368.927,*,0.995191,0.039842,0.000148,-0.026611,0.351601
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02150000,04/05/17,2150,P,E,0.35,0.05,0.2,0.292548,0,728,2368.927,*,-0.004664,0.041274,0.000153,-0.100919,-0.001838
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02155000,04/05/17,2155,C,E,220.5,205.9,213.2,0.284779,0,0,2368.927,*,0.995094,0.040604,0.000155,-0.026497,0.352385
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02155000,04/05/17,2155,P,E,0.35,0.05,0.2,0.287089,5,30,2368.927,*,-0.004863,0.042842,0.000162,-0.102805,-0.001916
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02160000,04/05/17,2160,C,E,215.6,201.4,208.5,0.278551,0,0,2368.927,*,0.994994,0.041397,0.000161,-0.026371,0.353168
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02160000,04/05/17,2160,P,E,0.35,0.05,0.2,0.28163,0,610,2368.927,*,-0.005075,0.044506,0.000171,-0.104773,-0.001999
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02165000,04/05/17,2165,C,E,210.6,196.2,203.4,0.272322,0,0,2368.927,*,0.99489,0.04222,0.000168,-0.026234,0.353949
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02165000,04/05/17,2165,P,E,0.35,0.05,0.2,0.276171,0,49,2368.927,*,-0.005302,0.046273,0.000182,-0.106831,-0.002088
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02170000,04/05/17,2170,C,E,205.6,191.2,198.4,0.266093,0,0,2368.927,*,0.99478,0.043078,0.000175,-0.026088,0.354728
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02170000,04/05/17,2170,P,E,0.2,0.05,0.125,0.270712,5,142,2368.927,*,-0.005546,0.048154,0.000193,-0.108984,-0.002184
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02175000,04/05/17,2175,C,E,200.6,186.2,193.4,0.259864,0,2,2368.927,*,0.994666,0.043973,0.000183,-0.025933,0.355505
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02175000,04/05/17,2175,P,E,0.15,0.05,0.1,0.265252,4924,1058,2368.927,*,-0.005806,0.050159,0.000205,-0.111242,-0.002286
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02180000,04/05/17,2180,C,E,196,181.4,188.7,0.253635,0,0,2368.927,*,0.994547,0.044907,0.000192,-0.025769,0.35628
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02180000,04/05/17,2180,P,E,0.4,0.05,0.225,0.259793,61,266,2368.927,*,-0.006087,0.052299,0.000218,-0.113613,-0.002396
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02185000,04/05/17,2185,C,E,190.6,176.2,183.4,0.247407,0,0,2368.927,*,0.994421,0.045884,0.000201,-0.025598,0.357053
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02185000,04/05/17,2185,P,E,0.35,0.05,0.2,0.254334,4,152,2368.927,*,-0.006388,0.054589,0.000233,-0.116107,-0.002514
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02190000,04/05/17,2190,C,E,185.6,171.2,178.4,0.241178,0,0,2368.927,*,0.994289,0.046909,0.000211,-0.025421,0.357823
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02190000,04/05/17,2190,P,E,0.35,0.05,0.2,0.248875,1,38,2368.927,*,-0.006714,0.057044,0.000248,-0.118734,-0.002642
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02195000,04/05/17,2195,C,E,180.6,166.2,173.4,0.234949,0,0,2368.927,*,0.99415,0.047985,0.000221,-0.025238,0.358591
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02195000,04/05/17,2195,P,E,0.4,0.1,0.25,0.243416,9,566,2368.927,*,-0.007066,0.059679,0.000266,-0.121508,-0.00278
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02200000,04/05/17,2200,C,E,175.6,161.3,168.45,0.22872,0,83,2368.927,*,0.994003,0.049118,0.000233,-0.025052,0.359355
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02200000,04/05/17,2200,P,E,0.4,0.15,0.275,0.237957,84,12659,2368.927,*,-0.007448,0.062515,0.000285,-0.124441,-0.00293
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02205000,04/05/17,2205,C,E,170.7,156.5,163.6,0.222491,0,5,2368.927,*,0.993847,0.050313,0.000245,-0.024864,0.360117
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02205000,04/05/17,2205,P,E,0.2,0.1,0.15,0.232498,0,36,2368.927,*,-0.007864,0.065574,0.000306,-0.127549,-0.003093
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02210000,04/05/17,2210,C,E,165.7,151.5,158.6,0.216263,0,0,2368.927,*,0.993682,0.051576,0.000259,-0.024676,0.360874
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02210000,04/05/17,2210,P,E,0.4,0.1,0.25,0.227039,2,97,2368.927,*,-0.008316,0.068879,0.000329,-0.130849,-0.00327
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02215000,04/05/17,2215,C,E,160.6,146.5,153.55,0.210034,0,5,2368.927,*,0.993506,0.052915,0.000273,-0.02449,0.361627
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02215000,04/05/17,2215,P,E,0.45,0.15,0.3,0.22158,15,174,2368.927,*,-0.008811,0.07246,0.000354,-0.13436,-0.003464
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02220000,04/05/17,2220,C,E,155.7,141.5,148.6,0.203805,0,50,2368.927,*,0.993318,0.054337,0.000289,-0.024308,0.362376
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02220000,04/05/17,2220,P,E,0.45,0.15,0.3,0.216121,122,359,2368.927,*,-0.009353,0.07635,0.000383,-0.138103,-0.003676
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02225000,04/05/17,2225,C,E,150.6,136.5,143.55,0.197576,0,0,2368.927,*,0.993118,0.055853,0.000306,-0.024133,0.36312
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02225000,04/05/17,2225,P,E,0.45,0.15,0.3,0.210662,15,4725,2368.927,*,-0.009949,0.080585,0.000415,-0.142102,-0.00391
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02230000,04/05/17,2230,C,E,145.7,131.5,138.6,0.191347,0,0,2368.927,*,0.992902,0.057474,0.000326,-0.023968,0.363857
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02230000,04/05/17,2230,P,E,0.45,0.15,0.3,0.205203,3,1595,2368.927,*,-0.010606,0.085209,0.00045,-0.146386,-0.004168
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02235000,04/05/17,2235,C,E,140.7,126.5,133.6,0.185119,0,4,2368.927,*,0.99267,0.059212,0.000347,-0.023817,0.364589
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02235000,04/05/17,2235,P,E,0.5,0.15,0.325,0.199744,0,383,2368.927,*,-0.011334,0.090273,0.00049,-0.150985,-0.004453
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02240000,04/05/17,2240,C,E,135.7,121.6,128.65,0.17889,0,0,2368.927,,0.992418,0.061083,0.00037,-0.023685,0.365312
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02240000,04/05/17,2240,P,E,0.3,0.2,0.25,0.194285,121,471,2368.927,,-0.012142,0.095834,0.000535,-0.155935,-0.004769
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02245000,04/05/17,2245,C,E,130.7,116.6,123.65,0.178017,0,0,2368.927,*,0.990501,0.075061,0.000457,-0.044236,0.365381
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02245000,04/05/17,2245,P,E,0.55,0.2,0.375,0.18828,182,599,2368.927,*,-0.012831,0.100524,0.000579,-0.158541,-0.005039
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02250000,04/05/17,2250,C,E,122.9,114,118.45,0.177144,0,0,2368.927,*,0.988134,0.091692,0.000561,-0.068528,0.365274
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02250000,04/05/17,2250,P,E,0.55,0.2,0.375,0.182276,190,2589,2368.927,*,-0.013594,0.105667,0.000628,-0.161371,-0.005337
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02255000,04/05/17,2255,C,E,118,108.9,113.45,0.176271,0,15,2368.927,*,0.985231,0.111329,0.000685,-0.097028,0.364955
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02255000,04/05/17,2255,P,E,0.35,0.2,0.275,0.176271,79,419,2368.927,,-0.014442,0.111329,0.000685,-0.164456,-0.005669
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02260000,04/05/17,2260,C,E,113,104.1,108.55,0.170285,0,58,2368.927,*,0.984273,0.117649,0.000749,-0.100641,0.365402
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02260000,04/05/17,2260,P,E,0.6,0.25,0.425,0.171139,67,892,2368.927,*,-0.015819,0.120385,0.000763,-0.172698,-0.006209
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02265000,04/05/17,2265,C,E,108,99.6,103.8,0.164299,0,8,2368.927,*,0.983196,0.124671,0.000823,-0.104591,0.365802
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02265000,04/05/17,2265,P,E,0.65,0.25,0.45,0.166007,71,427,2368.927,*,-0.017391,0.130553,0.000853,-0.181717,-0.006824
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02270000,04/05/17,2270,C,E,103,94.7,98.85,0.158313,0,20,2368.927,*,0.981977,0.132508,0.000907,-0.108926,0.366148
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02270000,04/05/17,2270,P,E,0.65,0.3,0.475,0.160876,603,282,2368.927,*,-0.019195,0.142012,0.000957,-0.191612,-0.007532
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02275000,04/05/17,2275,C,E,98.1,89.6,93.85,0.152327,0,206,2368.927,,0.980591,0.141302,0.001006,-0.113704,0.366427
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02275000,04/05/17,2275,P,E,0.45,0.3,0.375,0.155744,5295,2024,2368.927,,-0.021279,0.154976,0.001079,-0.202497,-0.008348
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02280000,04/05/17,2280,C,E,93.1,84.7,88.9,0.148438,0,0,2368.927,,0.977538,0.160231,0.00117,-0.132871,0.366052
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02280000,04/05/17,2280,P,E,0.55,0.3,0.425,0.151519,58,1064,2368.927,,-0.024361,0.17369,0.001243,-0.220867,-0.009556
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02285000,04/05/17,2285,C,E,88.2,79.8,84,0.143611,0,188,2368.927,*,0.974648,0.177655,0.001341,-0.1476,0.365741
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02285000,04/05/17,2285,P,E,0.85,0.3,0.575,0.148449,42,979,2368.927,*,-0.028961,0.200689,0.001465,-0.250116,-0.011361
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02290000,04/05/17,2290,C,E,83.2,74.8,79,0.138784,6,31,2368.927,*,0.971232,0.197691,0.001544,-0.163981,0.365225
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02290000,04/05/17,2290,P,E,0.9,0.45,0.675,0.145378,249,1675,2368.927,*,-0.03448,0.23181,0.001729,-0.283036,-0.013527
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02295000,04/05/17,2295,C,E,78.3,69.8,74.05,0.133957,0,36,2368.927,,0.96717,0.220814,0.001787,-0.182237,0.364455
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02295000,04/05/17,2295,P,E,0.95,0.5,0.725,0.142308,91,893,2368.927,,-0.041107,0.267578,0.002038,-0.319945,-0.016127
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02300000,04/05/17,2300,C,E,73.3,65,69.15,0.130369,16,53,2368.927,,0.960918,0.255068,0.002121,-0.213385,0.362827
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02300000,04/05/17,2300,P,E,0.75,0.6,0.675,0.132462,408,5707,2368.927,,-0.041132,0.26771,0.002191,-0.29814,-0.016128
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02305000,04/05/17,2305,C,E,68.4,60,64.2,0.124266,2,52,2368.927,,0.956493,0.278449,0.002429,-0.225045,0.361917
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02305000,04/05/17,2305,P,E,1.15,0.65,0.9,0.13187,155,567,2368.927,,-0.052939,0.327786,0.002695,-0.36359,-0.020763
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02310000,04/05/17,2310,C,E,63.8,55.1,59.45,0.124014,5,101,2368.927,,0.94286,0.346601,0.00303,-0.295898,0.357389
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02310000,04/05/17,2310,P,E,1.25,0.75,1,0.126308,277,1134,2368.927,,-0.060133,0.362407,0.00311,-0.385301,-0.023581
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02315000,04/05/17,2315,C,E,58.6,50.2,54.4,0.11409,9,34,2368.927,,0.941532,0.352959,0.003354,-0.273501,0.357702
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02315000,04/05/17,2315,P,E,1.35,0.85,1.1,0.120263,367,1108,2368.927,,-0.068016,0.398838,0.003595,-0.40406,-0.026667
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02320000,04/05/17,2320,C,E,53.6,45.4,49.5,0.108152,4,168,2368.927,,0.932921,0.393097,0.00394,-0.292898,0.355154
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02320000,04/05/17,2320,P,E,1.5,0.95,1.225,0.114327,267,974,2368.927,,-0.07778,0.441977,0.004191,-0.426055,-0.03049
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02325000,04/05/17,2325,C,E,48.5,40.4,44.45,0.09813,6,183,2368.927,,0.930394,0.404539,0.004469,-0.269726,0.355
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02325000,04/05/17,2325,P,E,1.65,1.15,1.4,0.108855,494,1958,2368.927,,-0.090681,0.495948,0.004939,-0.455686,-0.035542
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02330000,04/05/17,2330,C,E,43.8,35.7,39.75,0.095769,9,199,2368.927,,0.909946,0.492071,0.00557,-0.33307,0.34781
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02330000,04/05/17,2330,P,E,1.55,1.35,1.45,0.100346,294,934,2368.927,,-0.099957,0.532819,0.005756,-0.451944,-0.039163
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02335000,04/05/17,2335,C,E,36,34.3,35.15,0.093493,0,290,2368.927,,0.883825,0.59257,0.006871,-0.403842,0.338395
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02335000,04/05/17,2335,P,E,2.1,1.6,1.85,0.097356,298,532,2368.927,,-0.125268,0.626105,0.006971,-0.515968,-0.049085
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02340000,04/05/17,2340,C,E,31.4,29.8,30.6,0.090154,26,561,2368.927,,0.853918,0.694607,0.008352,-0.46606,0.327496
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02340000,04/05/17,2340,P,E,2.45,1.95,2.2,0.092093,293,995,2368.927,,-0.150835,0.710709,0.008366,-0.555072,-0.059099
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02345000,04/05/17,2345,C,E,26.9,25.4,26.15,0.086396,37,249,2368.927,,0.817607,0.802597,0.01007,-0.524512,0.314088
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02345000,04/05/17,2345,P,E,2.95,2.45,2.7,0.087475,399,715,2368.927,,-0.185003,0.81064,0.010046,-0.602754,-0.072486
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02350000,04/05/17,2350,C,E,22.4,21.3,21.85,0.082494,15,484,2368.927,,0.772612,0.915489,0.01203,-0.57904,0.297273
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02350000,04/05/17,2350,P,E,3.7,3.1,3.4,0.083451,188,1329,2368.927,,-0.22962,0.921269,0.011967,-0.65536,-0.089976
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02355000,04/05/17,2355,C,E,18.3,17.2,17.75,0.078511,79,984,2368.927,,0.716988,1.026957,0.014179,-0.625271,0.276286
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02355000,04/05/17,2355,P,E,4.5,4.1,4.3,0.079373,416,4240,2368.927,,-0.284762,1.030563,0.014075,-0.699867,-0.111597
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02360000,04/05/17,2360,C,E,14.5,13.5,14,0.075261,210,590,2368.927,,0.647519,1.127262,0.016236,-0.664944,0.249851
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02360000,04/05/17,2360,P,E,5.8,5.2,5.5,0.075612,770,901,2368.927,,-0.352791,1.127993,0.016172,-0.7333,-0.138285
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02365000,04/05/17,2365,C,E,11.1,10.2,10.65,0.072426,268,501,2368.927,,0.565642,1.194766,0.017882,-0.684408,0.218517
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02365000,04/05/17,2365,P,E,7.4,6.9,7.15,0.072763,285,4122,2368.927,,-0.434317,1.194909,0.017802,-0.752302,-0.170304
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02370000,04/05/17,2370,C,E,8.2,7.4,7.8,0.07023,955,912,2368.927,,0.474374,1.208823,0.018659,-0.676726,0.183445
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02370000,04/05/17,2370,P,E,9.6,9,9.3,0.070571,832,211,2368.927,,-0.52516,1.20885,0.018569,-0.744453,-0.206033
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02375000,04/05/17,2375,C,E,5.4,5.1,5.25,0.066543,377,6036,2368.927,,0.376282,1.152687,0.018778,-0.614837,0.145666
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02375000,04/05/17,2375,P,E,12.4,11.5,11.95,0.068639,210,4796,2368.927,,-0.619635,1.156223,0.01826,-0.700899,-0.243258
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02380000,04/05/17,2380,C,E,3.9,3.5,3.7,0.067405,528,4494,2368.927,,0.289645,1.038886,0.016708,-0.564813,0.112183
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02380000,04/05/17,2380,P,E,15.7,14.8,15.25,0.068297,48,55,2368.927,,-0.707511,1.043096,0.016556,-0.63878,-0.27802
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02385000,04/05/17,2385,C,E,2.55,2.25,2.4,0.066688,255,465,2368.927,,0.210155,0.875601,0.014233,-0.473012,0.081442
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02385000,04/05/17,2385,P,E,19.8,18.2,19,0.068316,14,161,2368.927,,-0.783883,0.889225,0.01411,-0.556158,-0.308377
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02390000,04/05/17,2390,C,E,1.65,1.4,1.525,0.06669,484,4414,2368.927,,0.146685,0.697581,0.011339,-0.3782,0.05687
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02390000,04/05/17,2390,P,E,24,22.2,23.1,0.068379,0,74,2368.927,,-0.846898,0.716771,0.011363,-0.462302,-0.33359
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02395000,04/05/17,2395,C,E,1.1,0.9,1,0.068032,171,835,2368.927,,0.102144,0.541289,0.008625,-0.300276,0.039612
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02395000,04/05/17,2395,P,E,30.6,24.6,27.6,0.070636,0,29,2368.927,,-0.88888,0.57401,0.008809,-0.394331,-0.350678
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02400000,04/05/17,2400,C,E,0.75,0.55,0.65,0.069491,226,730,2368.927,,0.069885,0.407257,0.006353,-0.231326,0.027107
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02400000,04/05/17,2400,P,E,36.2,28.3,32.25,0.072898,4,11,2368.927,,-0.919996,0.450125,0.006694,-0.331765,-0.363559
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02405000,04/05/17,2405,C,E,0.5,0.35,0.425,0.071201,415,1116,2368.927,,0.047565,0.300975,0.004582,-0.17551,0.018452
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02405000,04/05/17,2405,P,E,41,33,37,0.074973,10,10,2368.927,,-0.943136,0.345274,0.004992,-0.275401,-0.373351
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02410000,04/05/17,2410,C,E,0.5,0.25,0.375,0.076465,477,1246,2368.927,*,0.038761,0.255098,0.003616,-0.160046,0.015035
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02410000,04/05/17,2410,P,E,45.9,37.8,41.85,0.081579,10,307,2368.927,*,-0.950608,0.308549,0.0041,-0.269787,-0.377076
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02415000,04/05/17,2415,C,E,0.4,0.15,0.275,0.081728,404,2932,2368.927,*,0.03225,0.219389,0.00291,-0.147335,0.012507
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02415000,04/05/17,2415,P,E,51,42.9,46.95,0.088184,0,16,2368.927,*,-0.956279,0.279565,0.003437,-0.265702,-0.380101
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02420000,04/05/17,2420,C,E,0.35,0.2,0.275,0.086992,5452,187,2368.927,,0.027325,0.191208,0.002383,-0.136846,0.010596
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02420000,04/05/17,2420,P,E,55.8,48,51.9,0.09479,0,4,2368.927,,-0.96069,0.256292,0.002931,-0.262856,-0.382636
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02425000,04/05/17,2425,C,E,0.35,0.1,0.225,0.090755,5,864,2368.927,*,0.021751,0.157878,0.001886,-0.117996,0.008434
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02425000,04/05/17,2425,P,E,60.8,52.5,56.65,0.095962,0,300,2368.927,*,-0.971522,0.196014,0.002214,-0.21772,-0.387654
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02430000,04/05/17,2430,C,E,0.2,0.1,0.15,0.094519,177,4563,2368.927,*,0.017517,0.131363,0.001507,-0.102337,0.006792
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02430000,04/05/17,2430,P,E,66.1,57.5,61.8,0.097134,0,0,2368.927,*,-0.979534,0.147918,0.001651,-0.181086,-0.39158
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02435000,04/05/17,2435,C,E,0.2,0.1,0.15,0.098283,161,196,2368.927,*,0.014266,0.110157,0.001215,-0.089299,0.005531
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02435000,04/05/17,2435,P,E,70.8,62.2,66.5,0.098306,0,0,2368.927,*,-0.985388,0.110286,0.001216,-0.151944,-0.39467
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02440000,04/05/17,2440,C,E,0.15,0.1,0.125,0.102046,10,182,2368.927,,0.011743,0.093096,0.000989,-0.078408,0.004552
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02440000,04/05/17,2440,P,E,75.7,67.4,71.55,0.099478,0,0,2368.927,,-0.989617,0.081344,0.000886,-0.129165,-0.397131
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02445000,04/05/17,2445,C,E,0.1,0.05,0.075,0.102046,0,377,2368.927,*,0.00772,0.064518,0.000685,-0.054367,0.002993
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02445000,04/05/17,2445,P,E,81,72.4,76.7,0.099478,0,0,2368.927,*,-0.993191,0.055301,0.000603,-0.10767,-0.399338
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02450000,04/05/17,2450,C,E,0.15,0.05,0.1,0.102046,10,512,2368.927,*,0.004968,0.043668,0.000464,-0.036814,0.001927
SPX,CBOE,03/30/17,2368.06,SPXW  170405P02450000,04/05/17,2450,P,E,86,77.4,81.7,0.099478,0,0,2368.927,*,-0.995588,0.036671,0.0004,-0.092245,-0.401089
SPX,CBOE,03/30/17,2368.06,SPXW  170405C02455000,04/05/17,2455,C,E,0.3,0,0,0.102046,0,159,2368.927,*,0.00313,0.028869,0.000307,-0.024348,0.001214
